"","GN","UnterGN","Quartal","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"249","8000262",3,"14/04",2014-10-08,"Indien",288,"GKV","1C351","1","C","351","ELIC"
"250","8000262",4,"14/04",2014-10-08,"Indien",288,"GKV","1C351","1","C","351","ELIC"
"251","8000380",1,"14/04",2014-10-08,"China",360000,"GKV","6A005","6","A","005","ELIC"
"252","8000393",1,"14/04",2014-10-08,"Jordanien",7417600,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"253","8000401",1,"14/04",2014-10-08,"Russland",200000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"254","8000404",1,"14/04",2014-10-08,"Indonesien",110580,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"255","8000420",1,"14/04",2014-10-08,"Taiwan",11292,"ChKV","3B.14|1C350.9","3B","14","","ELIC"
"256","8000418",1,"14/04",2014-10-09,"Taiwan",247500,"GKV","2B201.b","2","B","201b","ELIC"
"257","8000402",1,"14/04",2014-10-09,"Israel",343200,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"258","8000431",1,"14/04",2014-10-10,"China",19650,"GKV","3A001.A5A2","3","A","001A5A2","ELIC"
"259","8000432",1,"14/04",2014-10-10,"China",578250,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"260","8000397",1,"14/04",2014-10-13,"Russland",636731,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"261","8000445",1,"14/04",2014-10-13,"China",13210,"GKV","3A001.A5A4","3","A","001A5A4","ELIC"
"262","8000446",1,"14/04",2014-10-13,"China",269900,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"263","8000447",1,"14/04",2014-10-13,"China",176500,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"264","8000448",1,"14/04",2014-10-13,"Hong Kong",93650,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"265","8000451",1,"14/04",2014-10-13,"Spanien",2750,"ML (GKV)","ML10.c2","10","c2","","ELIC"
"266","8000399",1,"14/04",2014-10-13,"China",82998,"GKV","3A001.g2","3","A","001g2","ELIC"
"267","8000449",1,"14/04",2014-10-13,"Russland",4300,"GKV","3A001.a7a","3","A","001a7a","ELIC"
"268","8000450",1,"14/04",2014-10-13,"Katar",158297,"5.1","5.1","1","","","ELIC"
"269","8000363",1,"14/04",2014-10-14,"Russland",29000,"GKV","2B120","2","B","120","ELIC"
"270","8000442",1,"14/04",2014-10-14,"Russland",341539.3,"GKV","2B001.a","2","B","001a","ELIC"
"271","8000443",1,"14/04",2014-10-14,"Russland",229463,"GKV","2B001.a","2","B","001a","ELIC"
"272","8000443",2,"14/04",2014-10-14,"Russland",273193,"GKV","2B001.a","2","B","001a","ELIC"
"273","8000453",1,"14/04",2014-10-14,"Grossbritannien",636648,"ML (GKV)","ML18.a","18","a","","ELIC"
"274","8000424",1,"14/04",2014-10-14,"Russland",676000,"GKV","2B001.c|2B201.b1","2","B","001c","ELIC"
"275","8000460",1,"14/04",2014-10-14,"Taiwan",575721,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"276","8000455",1,"14/04",2014-10-14,"Israel",28875,"GKV","6A005.A6.A","6","A","005A6A","ELIC"
"277","8000468",1,"14/04",2014-10-14,"Taiwan",192472,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"278","8000458",1,"14/04",2014-10-14,"El Salvador",518,"5.1","5.1","1","","","ELIC"
"279","8000458",2,"14/04",2014-10-14,"El Salvador",11228,"5.1","5.1","1","","","ELIC"
"280","8000433",1,"14/04",2014-10-14,"Thailand",10000,"GKV","2B001.a","2","B","001a","ELIC"
"281","8000434",1,"14/04",2014-10-14,"Thailand",96000,"GKV","2B001.a","2","B","001a","ELIC"
"282","8000434",2,"14/04",2014-10-14,"Thailand",30000,"GKV","2B001.a","2","B","001a","ELIC"
"283","8000428",1,"14/04",2014-10-15,"Russland",315000,"GKV","2B201.b","2","B","201b","ELIC"
"284","8000427",1,"14/04",2014-10-15,"Russland",401000,"GKV","2B201.b","2","B","201b","ELIC"
"285","8000464",1,"14/04",2014-10-15,"China",2050000,"GKV","7B003|2B120","7","B","003","ELIC"
"286","8000470",1,"14/04",2014-10-15,"China",1320000,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"287","8000474",1,"14/04",2014-10-15,"Russland",74219,"GKV","2B001.a","2","B","001a","ELIC"
"288","8000480",1,"14/04",2014-10-15,"Russland",1160000,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"289","8000483",1,"14/04",2014-10-15,"Russland",310000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"290","8000483",2,"14/04",2014-10-15,"Russland",310000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"291","8000482",1,"14/04",2014-10-15,"Russland",310000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"292","8000484",1,"14/04",2014-10-15,"Russland",268400,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"293","8000484",2,"14/04",2014-10-15,"Russland",268400,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"294","8000475",1,"14/04",2014-10-16,"China",25920,"5.1","5.1","1","","","ELIC"
"295","8000475",2,"14/04",2014-10-16,"China",7452,"5.1","5.1","1","","","ELIC"
"296","8000475",3,"14/04",2014-10-16,"China",477,"5.1","5.1","1","","","ELIC"
"297","8000492",1,"14/04",2014-10-16,"Indien",363367,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"298","8000490",1,"14/04",2014-10-16,"China",309075,"GKV","2B001.b2","2","B","001b2","ELIC"
"299","8000489",1,"14/04",2014-10-16,"Taiwan",300970,"GKV","2B001.b2","2","B","001b2","ELIC"
"300","8000481",1,"14/04",2014-10-16,"China",382447,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"301","8000496",1,"14/04",2014-10-16,"Bangladesh",10560,"GKV","5A002.a1","5","A","002a1","ELIC"
"302","8000496",2,"14/04",2014-10-16,"Bangladesh",9,"GKV","5D002.a","5","D","002a","ELIC"
"303","8000485",1,"14/04",2014-10-16,"Brasilien",200000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"304","8000497",1,"14/04",2014-10-16,"China",1144776,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"305","8000499",1,"14/04",2014-10-16,"China",2087477,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"306","8000500",1,"14/04",2014-10-16,"Malaysia",1476000,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"307","8000491",1,"14/04",2014-10-16,"Israel",275424,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"308","8000503",1,"14/04",2014-10-16,"Russland",15172400,"ML (GKV)","ML17.h","17","h","","ELIC"
"309","8000503",2,"14/04",2014-10-16,"Russland",38351000,"ML (GKV)","ML17.h","17","h","","ELIC"
"310","8000507",1,"14/04",2014-10-16,"Bulgarien",479700,"GKV","2B201.b","2","B","201b","ELIC"
"311","8000488",1,"14/04",2014-10-16,"Russland",6680.65,"GKV","2B350.g2","2","B","350g2","ELIC"
"312","8000488",2,"14/04",2014-10-16,"Russland",13361.35,"GKV","2B350.g2","2","B","350g2","ELIC"
"313","8000437",1,"14/04",2014-10-16,"Weissrussland",1501791.5,"GKV","7B003|2B120","7","B","003","ELIC"
"314","8000506",1,"14/04",2014-10-17,"Estland",382500,"GKV","6A002.c2","6","A","002c2","ELIC"
"315","8000506",2,"14/04",2014-10-17,"Estland",697125,"ML (GKV)","ML15.b","15","b","","ELIC"
"316","8000509",1,"14/04",2014-10-17,"Iran",73,"unbekannt","III.A1.003","","","","ELIC"
"317","8000509",2,"14/04",2014-10-17,"Iran",1790,"unbekannt","III.A1.003","","","","ELIC"
"318","8000510",1,"14/04",2014-10-17,"China",34085,"GKV","2B350.c3","2","B","350c3","ELIC"
"319","8000510",2,"14/04",2014-10-17,"China",8030,"GKV","2B350.i4","2","B","350i4","ELIC"
"320","8000510",3,"14/04",2014-10-17,"China",44190,"GKV","2B350.g2","2","B","350g2","ELIC"
"321","8000510",4,"14/04",2014-10-17,"China",32625,"GKV","2B350.d3","2","B","350d3","ELIC"
"322","8000510",5,"14/04",2014-10-17,"China",189050,"GKV","2B350.g3","2","B","350g3","ELIC"
"323","8000510",6,"14/04",2014-10-17,"China",11400,"GKV","2B350.e3","2","B","350e3","ELIC"
"324","8000510",7,"14/04",2014-10-17,"China",90070,"GKV","2B350.a3","2","B","350a3","ELIC"
"325","8000510",8,"14/04",2014-10-17,"China",7460,"GKV","2B350.b3","2","B","350b3","ELIC"
"326","8000511",1,"14/04",2014-10-17,"Russland",3900,"GKV","3A001.a7a","3","A","001a7a","ELIC"
"327","8000463",1,"14/04",2014-10-17,"China",66800,"GKV","3A228.c","3","A","228c","ELIC"
"328","8000419",1,"14/04",2014-10-17,"Serbien",15860,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"329","8000508",1,"14/04",2014-10-17,"Ägypten",7588,"GKV","2B001.b1|2B201.a1","2","B","001b1","ELIC"
"330","8000516",1,"14/04",2014-10-17,"China",7685,"GKV","3A001.g2","3","A","001g2","ELIC"
"331","8000454",1,"14/04",2014-10-17,"Russland",256342,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"332","8000514",1,"14/04",2014-10-20,"Russland",1775,"GKV","3A001.a7a","3","A","001a7a","ELIC"
"333","8000514",2,"14/04",2014-10-20,"Russland",3946,"GKV","3A001.a7a","3","A","001a7a","ELIC"
"334","8000528",1,"14/04",2014-10-21,"China",166280,"GKV","2B001.a","2","B","001a","ELIC"
"335","8000518",1,"14/04",2014-10-21,"China",100000,"5.2","5.2","2","","","ELIC"
"336","8000531",1,"14/04",2014-10-21,"Iran",584.92,"unbekannt","Iran-Sanktionen III.A1.003, Anhang 2","","","","ELIC"
"337","8000531",2,"14/04",2014-10-21,"Iran",103.63,"unbekannt","Iran-Sanktionen III.A1.003, Anhang 2","","","","ELIC"
"338","8000520",1,"14/04",2014-10-21,"Indien",6783,"5.1","5.1","1","","","ELIC"
"339","8000520",2,"14/04",2014-10-21,"Indien",3298.4,"5.1","5.1","1","","","ELIC"
"340","8000537",1,"14/04",2014-10-21,"Indien",1303,"5.1","5.1","1","","","ELIC"
"341","8000532",1,"14/04",2014-10-21,"Russland",1760820,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"342","8000487",1,"14/04",2014-10-21,"Russland",496.8,"GKV","2B350.g2","2","B","350g2","ELIC"
"343","8000540",1,"14/04",2014-10-21,"Indien",1790,"5.1","5.1","1","","","ELIC"
"344","8000540",2,"14/04",2014-10-21,"Indien",1392,"5.1","5.1","1","","","ELIC"
"345","8000540",3,"14/04",2014-10-21,"Indien",1328,"5.1","5.1","1","","","ELIC"
"346","8000540",4,"14/04",2014-10-21,"Indien",100,"5.1","5.1","1","","","ELIC"
"347","8000544",1,"14/04",2014-10-21,"Singapur",80976,"GKV","6A005.a6.b2","6","A","005a6b2","ELIC"
"348","8000556",1,"14/04",2014-10-22,"Dominikanische Republik",5760,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"349","8000555",1,"14/04",2014-10-22,"China",31070,"GKV","3A001.a5a5","3","A","001a5a5","ELIC"
"350","8000558",1,"14/04",2014-10-22,"Trinidad und Tobago",1220,"5.1","5.1","1","","","ELIC"
"351","8000558",2,"14/04",2014-10-22,"Trinidad und Tobago",843,"5.1","5.1","1","","","ELIC"
"352","8000558",3,"14/04",2014-10-22,"Trinidad und Tobago",1382,"5.1","5.1","1","","","ELIC"
"353","8000553",1,"14/04",2014-10-22,"Deutschland",21998,"GKV","0B002.g","0","B","002g","ELIC"
"354","8000561",1,"14/04",2014-10-22,"Chile",74114.3,"GKV","2B352","2","B","352","ELIC"
"355","8000546",1,"14/04",2014-10-22,"Indien",7700,"5.1","5.1","1","","","ELIC"
"356","8000534",1,"14/04",2014-10-22,"China",388800,"GKV","7D101","7","D","101","ELIC"
"357","8000547",1,"14/04",2014-10-22,"Thailand",18300,"5.1","5.1","1","","","ELIC"
"358","8000565",1,"14/04",2014-10-22,"USA",5,"5.1","5.1","1","","","ELIC"
"359","8000565",2,"14/04",2014-10-22,"USA",90,"5.1","5.1","1","","","ELIC"
"360","8000566",1,"14/04",2014-10-23,"China",427400,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"361","8000564",1,"14/04",2014-10-24,"China",395500,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"362","8000586",1,"14/04",2014-10-24,"Singapur",4200,"GKV","1C231","1","C","231","ELIC"
"363","8000567",1,"14/04",2014-10-24,"China",550000,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"364","8000568",1,"14/04",2014-10-24,"China",650000,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"365","8000569",1,"14/04",2014-10-24,"China",247200,"GKV","2B001.b2","2","B","001b2","ELIC"
"366","8000575",1,"14/04",2014-10-24,"Deutschland",15246,"GKV","0B002","0","B","002","ELIC"
"367","8000570",1,"14/04",2014-10-24,"Dänemark",900000,"GKV","2B001.c2|2B201.b2","2","B","001c2","ELIC"
"368","8000571",1,"14/04",2014-10-24,"Russland",184171,"GKV","6A005.a6.b2","6","A","005a6b2","ELIC"
"369","8000593",1,"14/04",2014-10-24,"Indien",1570,"GKV","1C231","1","C","231","ELIC"
"370","8000597",1,"14/04",2014-10-24,"Indien",1515,"5.1","5.1","1","","","ELIC"
"371","8000576",1,"14/04",2014-10-24,"Russland",6000,"GKV","2B350.g2","2","B","350g2","ELIC"
"372","8000576",2,"14/04",2014-10-24,"Russland",3900,"GKV","2B350.g2","2","B","350g2","ELIC"
"373","8000599",1,"14/04",2014-10-24,"Singapur",1300,"5.1","5.1","1","","","ELIC"
"374","8000601",1,"14/04",2014-10-24,"Indien",1303,"5.1","5.1","1","","","ELIC"
"375","8000601",2,"14/04",2014-10-24,"Indien",1365,"5.1","5.1","1","","","ELIC"
"376","8000601",3,"14/04",2014-10-24,"Indien",1515,"5.1","5.1","1","","","ELIC"
"377","8000592",1,"14/04",2014-10-27,"China",152342,"GKV","2B001.a","2","B","001a","ELIC"
"378","8000589",1,"14/04",2014-10-27,"Niederlande",1238,"GKV","2B350.g2","2","B","350g2","ELIC"
"379","8000595",1,"14/04",2014-10-27,"Deutschland",20677,"GKV","2B350.g2","2","B","350g2","ELIC"
"380","8000606",1,"14/04",2014-10-27,"China",9290,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"381","8000614",1,"14/04",2014-10-27,"USA",31200,"GKV","7A103.a1","7","A","103a1","ELIC"
"382","8000577",1,"14/04",2014-10-27,"Russland",782800,"GKV","7B003|2B120","7","B","003","ELIC"
"383","8000609",1,"14/04",2014-10-28,"USA",12097224,"ML (GKV)","ML18.a","18","a","","ELIC"
"384","8000596",1,"14/04",2014-10-28,"Vietnam",596580,"ML (GKV)","ML11.a","11","a","","ELIC"
"385","8000619",1,"14/04",2014-10-28,"Taiwan",1018200,"GKV","2B001.a","2","B","001a","ELIC"
"386","8000631",1,"14/04",2014-10-29,"Südafrika",1184100,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"387","8000611",1,"14/04",2014-10-29,"China",57524,"GKV","7A103.a","7","A","103a","ELIC"
"388","8000613",1,"14/04",2014-10-29,"Kolumbien",106895,"GKV","7A103.a","7","A","103a","ELIC"
"389","8000643",1,"14/04",2014-10-29,"Singapur",4200,"GKV","1C231","1","C","231","ELIC"
"390","8000633",1,"14/04",2014-10-29,"Indien",2711752.88,"GKV","2B001.a","2","B","001a","ELIC"
"391","8000623",1,"14/04",2014-10-29,"Russland",428560,"GKV","2B001.a","2","B","001a","ELIC"
"392","8000640",1,"14/04",2014-10-29,"Malaysia",1068000,"GKV","2B001.a","2","B","001a","ELIC"
"393","8000610",1,"14/04",2014-10-30,"Estland",261230,"GKV","7A003.c1","7","A","003c1","ELIC"
"394","8000610",2,"14/04",2014-10-30,"Estland",804090,"GKV","6A002.c1","6","A","002c1","ELIC"
"395","8000610",3,"14/04",2014-10-30,"Estland",345675,"ML (GKV)","ML05.b","5","b","","ELIC"
"396","8000628",1,"14/04",2014-10-30,"Russland",233011,"GKV","2B001.a","2","B","001a","ELIC"
"397","8000628",2,"14/04",2014-10-30,"Russland",182935,"GKV","2B001.a","2","B","001a","ELIC"
"398","8000628",3,"14/04",2014-10-30,"Russland",155559,"GKV","2B001.a","2","B","001a","ELIC"
"399","8000628",4,"14/04",2014-10-30,"Russland",155559,"GKV","2B001.a","2","B","001a","ELIC"
"400","8000628",5,"14/04",2014-10-30,"Russland",206426,"GKV","2B001.a","2","B","001a","ELIC"
"401","8000628",6,"14/04",2014-10-30,"Russland",155559,"GKV","2B001.a","2","B","001a","ELIC"
"402","8000628",7,"14/04",2014-10-30,"Russland",206426,"GKV","2B001.a","2","B","001a","ELIC"
"403","8000629",1,"14/04",2014-10-30,"Russland",259146,"GKV","2B201.a","2","B","201a","ELIC"
"404","8000656",1,"14/04",2014-10-30,"Oman",57344,"GKV","3A002.g2","3","A","002g2","ELIC"
"405","8000662",1,"14/04",2014-10-30,"Kongo-Kinshasa",5160,"GKV","2B350.g2","2","B","350g2","ELIC"
"406","8000667",1,"14/04",2014-10-30,"Belgien",295.35,"5.1","5.1","1","","","ELIC"
"407","8000668",1,"14/04",2014-10-31,"Österreich",274.72,"5.1","5.1","1","","","ELIC"
"408","8000684",1,"14/04",2014-10-31,"Tunesien",51,"5.1","5.1","1","","","ELIC"
"409","8000684",2,"14/04",2014-10-31,"Tunesien",69,"5.1","5.1","1","","","ELIC"
"410","8000684",3,"14/04",2014-10-31,"Tunesien",350,"5.1","5.1","1","","","ELIC"
"411","8000622",1,"14/04",2014-10-31,"USA",17340,"5.1","5.1","1","","","ELIC"
"412","8000622",2,"14/04",2014-10-31,"USA",1980,"5.1","5.1","1","","","ELIC"
"413","8000681",1,"14/04",2014-10-31,"Weissrussland",100145.05,"GKV","2B352.b","2","B","352b","ELIC"
"414","8000679",1,"14/04",2014-10-31,"Singapur",336522,"GKV","2B201.b1","2","B","201b1","ELIC"
"415","8000680",1,"14/04",2014-10-31,"Singapur",492320,"GKV","2B201.b1","2","B","201b1","ELIC"
"416","8000657",1,"14/04",2014-10-31,"China",151200,"GKV","6A005.a6a","6","A","005a6a","ELIC"
"417","8000686",1,"14/04",2014-10-31,"Israel",3300,"GKV","1C231","1","C","231","ELIC"
"418","8000655",1,"14/04",2014-10-31,"Vietnam",993120.85,"ML (GKV)","ML11.a","11","a","","ELIC"
"419","8000690",1,"14/04",2014-11-03,"Israel",6021,"GKV","7A002","7","A","002","ELIC"
"420","8000687",1,"14/04",2014-11-03,"China",196800,"GKV","6A005.A6B2","6","A","005A6B2","ELIC"
"421","8000703",1,"14/04",2014-11-03,"Tunesien",2465,"5.1","5.1","1","","","ELIC"
"422","8000703",2,"14/04",2014-11-03,"Tunesien",78,"5.1","5.1","1","","","ELIC"
"423","8000600",1,"14/04",2014-11-04,"Chile",5121.65,"5.1","5.1","1","","","ELIC"
"424","8000600",2,"14/04",2014-11-04,"Chile",5121.65,"5.1","5.1","1","","","ELIC"
"425","8000600",3,"14/04",2014-11-04,"Chile",5121.65,"5.1","5.1","1","","","ELIC"
"426","8000600",4,"14/04",2014-11-04,"Chile",5121.65,"5.1","5.1","1","","","ELIC"
"427","8000714",1,"14/04",2014-11-04,"Saudi-Arabien",500,"5.2","5.2","2","","","ELIC"
"428","8000709",1,"14/04",2014-11-04,"Hong Kong",47150,"GKV","3A001.a2a","3","A","001a2a","ELIC"
"429","8000715",1,"14/04",2014-11-04,"Singapur",103.5,"ChKV","3B.16","3B","16","","ELIC"
"430","8000698",1,"14/04",2014-11-04,"China",277016,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"431","8000719",1,"14/04",2014-11-04,"Indien",152193,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"432","8000699",1,"14/04",2014-11-05,"China",403297,"GKV","2B201.b1","2","B","201b1","ELIC"
"433","8000720",1,"14/04",2014-11-05,"China",47600,"GKV","3A002.g2","3","A","002g2","ELIC"
"434","8000717",1,"14/04",2014-11-05,"Slowakei",197850,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"435","8000716",1,"14/04",2014-11-05,"China",4560000,"GKV","2B005.e","2","B","005e","ELIC"
"436","8000718",1,"14/04",2014-11-05,"Lettland",338626,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"437","8000721",1,"14/04",2014-11-05,"Taiwan",1295000,"GKV","2B001.a","2","B","001a","ELIC"
"438","8000724",1,"14/04",2014-11-05,"Israel",8083,"GKV","3A001.a10c","3","A","001a10c","ELIC"
"439","8000732",1,"14/04",2014-11-05,"Chile",7306,"5.1","5.1","1","","","ELIC"
"440","8000727",1,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"441","8000727",2,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"442","8000727",3,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"443","8000727",4,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"444","8000727",5,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"445","8000727",6,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"446","8000727",7,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"447","8000727",8,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"448","8000727",9,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"449","8000727",10,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"450","8000727",11,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"451","8000727",12,"14/04",2014-11-05,"Iran",5775,"5.1","5.1","1","","","ELIC"
"452","8000722",1,"14/04",2014-11-06,"Jordanien",200,"ML (GKV)","ML17.h","17","h","","ELIC"
"453","8000588",1,"14/04",2014-11-06,"Singapur",64798,"GKV","5A001.h","5","A","001h","ELIC"
"454","8000729",1,"14/04",2014-11-06,"China",1494164,"GKV","2B201.a1|2B001.b2","2","B","201a1","ELIC"
"455","8000730",1,"14/04",2014-11-06,"China",3179930,"GKV","2B201|2B001","2","B","201","ELIC"
"456","8000711",1,"14/04",2014-11-06,"Russland",224000,"GKV","2B001.a","2","B","001a","ELIC"
"457","8000711",2,"14/04",2014-11-06,"Russland",240000,"GKV","2B001.a","2","B","001a","ELIC"
"458","8000691",1,"14/04",2014-11-06,"Russland",147134,"GKV","2B201.a","2","B","201a","ELIC"
"459","8000737",1,"14/04",2014-11-06,"Indien",45700,"GKV","2B350.g3","2","B","350g3","ELIC"
"460","8000737",2,"14/04",2014-11-06,"Indien",29000,"GKV","2B350.d3","2","B","350d3","ELIC"
"461","8000736",1,"14/04",2014-11-06,"Deutschland",246506,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"462","8000738",1,"14/04",2014-11-06,"Brasilien",517.8,"GKV","6A002.c1","6","A","002c1","ELIC"
"463","8000738",2,"14/04",2014-11-06,"Brasilien",381,"GKV","6A002.c1","6","A","002c1","ELIC"
"464","8000740",1,"14/04",2014-11-06,"Hong Kong",7090,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"465","8000683",1,"14/04",2014-11-07,"Russland",410000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"466","8000749",1,"14/04",2014-11-07,"Indien",5000000,"ML (GKV)","ML13|ML22","13","","","ELIC"
"467","8000753",1,"14/04",2014-11-07,"Saudi-Arabien",6190,"GKV","2B350.g","2","B","350g","ELIC"
"468","8000753",2,"14/04",2014-11-07,"Saudi-Arabien",29280,"GKV","2B350.c","2","B","350c","ELIC"
"469","8000739",1,"14/04",2014-11-10,"Iran",6620500,"unbekannt","Anh.2 / III.B.001","","","","ELIC"
"470","8000773",1,"14/04",2014-11-10,"Hong Kong",443500,"GKV","3A001.a5a2","3","A","001a5a2","ELIC"
"471","8000774",1,"14/04",2014-11-10,"Hong Kong",169950,"GKV","3A001.a2c","3","A","001a2c","ELIC"
"472","8000779",1,"14/04",2014-11-10,"Niederlande",2582,"GKV","2B350.g2","2","B","350g2","ELIC"
"473","8000777",1,"14/04",2014-11-10,"USA",162000,"5.1","5.1","1","","","ELIC"
"474","8000775",1,"14/04",2014-11-10,"China",48408,"GKV","3A002.g2","3","A","002g2","ELIC"
"475","8000788",1,"14/04",2014-11-11,"Indien",1570,"GKV","1C231","1","C","231","ELIC"
"476","8000789",1,"14/04",2014-11-12,"Brasilien",258654,"ML (GKV)","ML10.a","10","a","","ELIC"
"477","8000782",1,"14/04",2014-11-12,"Saudi-Arabien",89600,"5.1","5.1","1","","","ELIC"
"478","8000795",1,"14/04",2014-11-12,"Vietnam",580000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"479","8000796",1,"14/04",2014-11-12,"Taiwan",78650,"GKV","6A005.a6a","6","A","005a6a","ELIC"
"480","8000801",1,"14/04",2014-11-12,"Taiwan",12000,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"481","8000792",1,"14/04",2014-11-12,"Taiwan",8000,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"482","8000696",1,"14/04",2014-11-13,"Myanmar",6480,"5.1","5.1","1","","","ELIC"
"483","8000696",2,"14/04",2014-11-13,"Myanmar",8100,"5.1","5.1","1","","","ELIC"
"484","8000696",3,"14/04",2014-11-13,"Myanmar",24960,"5.1","5.1","1","","","ELIC"
